query_idx,text_hash,true_label,gate,decision,score,trace,risk_4d,uncertainty,p_stop
312,3a766e99381441db9b764479b45571b4bb2f7ea0e41a697e6accbcaf4c851fd1,pausa,A,play,0.083434,PLAY: score bajo umbrales,0.0,0.302171,0.13
313,82a6b4eaafe5af9acd4814932fa159a69237e3633487b95590b95c6671f5d663,pausa,A,play,0.123714,PLAY: score bajo umbrales,0.0,0.598183,0.13
314,44ce8b782174a468aa471d06b51bb867f9fb807fa47ee6fbd553995d22eef08c,pausa,A,play,0.187467,PLAY: score bajo umbrales,0.0,0.686103,0.13
315,ee7142a3feae2c5b4d1c6ed1dfc0828005092b7ae7d75e288bec088b9cfd4add,pausa,A,play,0.091812,PLAY: score bajo umbrales,0.0,0.313724,0.13
316,eb14f5514805a51eacb0af12e690c6625e796a5a74c268dddf3767ad4945be36,pausa,A,play,0.04183,PLAY: score bajo umbrales,0.0,0.074911,0.07
317,5950aeefbcd88f2c08bda690437e3b9d19b8916a81b589219c714026f77217b6,pausa,A,play,0.172593,PLAY: score bajo umbrales,0.15,0.554507,0.13
318,2f3a2a2621f1a0a890f23798ea1a827297c40083b74d5ea4f05e08a65a85043e,pausa,A,play,0.11099,PLAY: score bajo umbrales,0.0,0.517238,0.13
319,27c98ec4585ce1d5b545a4839e354dfc61318d5a588bba20aa7607fe2c0e7fb2,pausa,A,pausa,0.225319,PAUSA: score combinado supera umbral pausa,0.0,0.300011,0.13
320,f471e869b897c40970ecad3e7dccffb45b01202fdaad2b20de89900ee099b16a,pausa,A,play,0.079662,PLAY: score bajo umbrales,0.0,0.296969,0.13
321,d7469d2fc8dbb4b0c26f4f742edd3cf214a8c5998c3d0e85e9bef216685947a4,pausa,A,stop,0.565347,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.305102,0.8
322,a49d8a8cdbc6d07991e96b689b500e11d6a8366c882434bcd67132b6e1753018,pausa,A,play,0.085879,PLAY: score bajo umbrales,0.0,0.415138,0.07
323,941d29fd7c4354242b72268ca2f0303df61f9d6a722179067e08233d70a37f64,pausa,A,pausa,0.208138,PAUSA: score combinado supera umbral pausa,0.0,0.300138,0.07
324,8c25b6baac9a2e353c1f7b390db0d4585c8ae90de5486b765131d1e38a5e58c2,stop,A,play,0.08567,PLAY: score bajo umbrales,0.0,0.305255,0.13
325,a2fc1798212b31cace9fc5c748dc19193f15e1d43b24ce06d362509961cd80b9,pausa,A,play,0.086949,PLAY: score bajo umbrales,0.0,0.416613,0.07
326,54fbd34cb00461b7490364e3016d3eb8368e3fd9e5cd2f3dd77a11501b65cf0c,pausa,A,stop,0.582426,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.616761,0.68
327,3efc314aa8abacb8f732e991fefe05cea4e5235a806ba28a84fb2af22ea57674,pausa,A,pausa,0.226193,PAUSA: score combinado supera umbral pausa,0.0,0.410811,0.07
328,ee28bd0218d70c1f7a117b27ad1bbbcbe3079325a1690824639a5dd592a94917,pausa,A,play,0.08032,PLAY: score bajo umbrales,0.0,0.407471,0.07
329,cc8bbcfeca8e56e22e12b3c47bd0f8255314407fc0a9049ccb8549be8583f023,pausa,A,play,0.132016,PLAY: score bajo umbrales,0.0,0.609631,0.13
330,b0e3d43dbbf1f4b62d7ae36b08a2023c8ba8763148034cd99fc036d9dcc8c40d,pausa,A,play,0.079662,PLAY: score bajo umbrales,0.0,0.296969,0.13
331,0af94b83a8a1846ba48dbdee54faad7b7a486396a1632cb09e9bb789a44a00c9,pausa,A,play,0.122206,PLAY: score bajo umbrales,0.0,0.596103,0.13
332,7410fc36e22307782ad263d4482fa482dcdd492c06cc6a8809cfc1abc0f41f2c,pausa,A,play,0.131863,PLAY: score bajo umbrales,0.0,0.609421,0.13
333,f4e9af069887e87cabe68ed5c846f4b290dc4abf973a0398c14a51c59a31232d,pausa,A,pausa,0.226369,PAUSA: score combinado supera umbral pausa,0.0,0.301459,0.13
334,fd7f1b71ec451476de077c216cf12cc3906c393bea5c6f159797a8479d46c224,pausa,A,play,0.079662,PLAY: score bajo umbrales,0.0,0.296969,0.13
335,a79af94d5179033d51bf581bbc88ef662f01725772de814fa6caa3ccf671410a,pausa,A,play,0.116675,PLAY: score bajo umbrales,0.0,0.525078,0.13
336,061f3d6baee8793080f4d6ad0ec5725aa96040d55c6a41a4cdb7df7393cf81f0,pausa,A,pausa,0.288521,PAUSA: score combinado supera umbral pausa,0.0,0.603813,0.19
337,c9f9feb7b083cc783de11431e9fa9573f5f4c3fa3d7bbc57c43d97ec6076ce28,play,A,pausa,0.236637,PAUSA: score combinado supera umbral pausa,0.0,0.425214,0.07
338,9971be97f813f946f495f1b875f7d37aad21f0426fca9a7ce3a632368a8bf7f8,pausa,A,pausa,0.226137,PAUSA: score combinado supera umbral pausa,0.0,0.410734,0.07
339,b6789c47adcf8379b35b5def06dd6e0a34d44832bdcab92ed9dc320b149595ea,pausa,A,play,0.091339,PLAY: score bajo umbrales,0.0,0.313073,0.13
340,f8a0df5a23a81b5944356bdad3036bbe7a6ab71a2d7c1157064ad579d52fa5ea,pausa,A,play,0.11807,PLAY: score bajo umbrales,0.0,0.527002,0.13
341,10f8503b15739f8cc0bccf2a07309ae39e0a638529a8f1e9a0d4a1cb514e0acd,pausa,A,play,0.122206,PLAY: score bajo umbrales,0.0,0.596103,0.13
342,908e3c5d20c7fdd32dc5ba2e82f8cac0ac155fe4b24b0ad97ccb50079d8ccff1,pausa,A,stop,0.565479,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.41488,0.74
343,2b6a846e2035520cbad56c0a1b2b6bf942d8e70f2a86bf407daf10d984b0325f,pausa,A,pausa,0.219091,PAUSA: score combinado supera umbral pausa,0.0,0.315243,0.07
344,6300e20c9c850507c80dbe1c1fe0b85440757b24acd9bc3cb69ed24a4d2bd635,pausa,A,pausa,0.27748,PAUSA: score combinado supera umbral pausa,0.0,0.612407,0.13
345,549c27565c573a15b3272524dc22405339820f8b8217970688d4052c72f70220,pausa,A,pausa,0.285585,PAUSA: score combinado supera umbral pausa,0.0,0.599764,0.19
346,eb7bf3eaeae74c54be27d17c983d16e1a8dc08f1ec0aec38cd83d977ce785123,pausa,A,play,0.079662,PLAY: score bajo umbrales,0.0,0.296969,0.13
347,fe052d49fa5ccefa1b56eec1f38cd3d114e40f466592a2d28d9f6e8ec9a0d8a2,pausa,A,pausa,0.258961,PAUSA: score combinado supera umbral pausa,0.0,0.523472,0.13
348,e761c6771bf55d7a9a20659014b15c806570e54db57854111f617fe894ca9ab6,pausa,A,play,0.079362,PLAY: score bajo umbrales,0.0,0.40615,0.07
349,ab4c194ca0bfd6f443d23dddaa9dbe7131f9ead6a3b6b89a98875f5acc888559,play,A,play,0.122206,PLAY: score bajo umbrales,0.0,0.596103,0.13
350,10ad12bdc090182f2c099d45a0aaeb2731841a3255dbe9ef23c09db48e771519,pausa,A,pausa,0.277449,PAUSA: score combinado supera umbral pausa,0.06,0.41478,0.19
351,030adbbe65b696a90525be5c704aac3f493f8af1f977f8c449c6cc8529560af2,pausa,A,play,0.029776,PLAY: score bajo umbrales,0.0,0.058288,0.07
352,4a2ce2b9061c63d2bb8299c4def6ebfcf6ce15cfbf496adbf56ad41aaac48e19,pausa,A,pausa,0.286818,PAUSA: score combinado supera umbral pausa,0.12,0.408626,0.19
353,a13f4ba1ec42acdfca23adf011ff3a2782305b15aead36523788570bbc275673,pausa,A,stop,0.54245,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.056,0.86
354,f9d4aa118afb909f1be425bfa99d2f4bfad2661a441f3fa35369bcfeb8118238,pausa,A,play,0.117841,PLAY: score bajo umbrales,0.15,0.411529,0.07
355,8457c17c5e8b533c487144b75649f8238bfe7bfbf707fe4e5333368467d69ea0,stop,A,stop,0.645905,STOP: costo esperado FN-stop supera umbral HITL,0.335667,0.309486,0.8
356,a627ce6e661f7ce8fcb813ac56e3eb6514a2d151c85a2e60bb8150afc4426438,pausa,A,pausa,0.274215,PAUSA: score combinado supera umbral pausa,0.06,0.525433,0.13
357,3b7f8bf0cf46806d15878f89f6eaadabc9920d16537d552e2f0abdded2a26403,pausa,A,pausa,0.213485,PAUSA: score combinado supera umbral pausa,0.0,0.307513,0.07
358,4cfd649b12bb64c4d3ddc97d1e3f0db5412b6967eba1efef23d0342c222a9cce,stop,A,stop,0.54245,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.056,0.86
359,bada0dc043c6a774f4c4f1e47a73f305fd92c06f298bb827b0e3b830632771f2,pausa,A,stop,0.577801,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.610382,0.68
360,142639bdde37002b74c8df3c590a748b09886620e21012726494b2e36077608f,pausa,A,pausa,0.2299,PAUSA: score combinado supera umbral pausa,0.0,0.415923,0.07
361,6bb18e6862dad03cecc045c43c4e87aad63079d12dc8a8943b2b11420bdf3c56,pausa,A,stop,0.652659,STOP: costo esperado FN-stop supera umbral HITL,0.335667,0.3188,0.8
362,18f6fb9e74dff73d9091fd311a29c996264b3a1d36974dcd2a430e5e64a06c2a,pausa,A,stop,0.567447,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.596103,0.68
363,f4a8e10db4bb364877cd51d7b8be0b0cffff6272ce725a87e1d5cf756eef2961,pausa,A,pausa,0.22912,PAUSA: score combinado supera umbral pausa,0.0,0.305253,0.13
364,ac11da801e7ecc58d09b7991ed7e93800b11b821a9bad63ba306e66f32eb2228,pausa,A,play,0.187467,PLAY: score bajo umbrales,0.0,0.686103,0.13
365,c2e824af64c6c136b5aba35cd0445a072f75f65769b7d69a23cd36c7f5ed4e3a,stop,A,stop,0.54245,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.056,0.86
366,09a06099f012ed176d05845466a203ff7a1dbbddc4c9b3f4d0dbb570a2965349,pausa,A,pausa,0.2695,PAUSA: score combinado supera umbral pausa,0.0,0.538006,0.13
367,6ff05a310a6d6b24743dcfa5df02131ca7284f83cc2404e8ba7c7b4153753779,pausa,A,stop,0.573503,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.517238,0.74
368,a81a67d208ecd1c9e09536dc2ac8642fa2b2535cad422758f3f8e3770726afb9,pausa,A,play,0.11099,PLAY: score bajo umbrales,0.0,0.517238,0.13
369,4915e85c49ce8712f5648190c40646000567f9419bb581b15dc26ab03e652d57,pausa,A,pausa,0.215761,PAUSA: score combinado supera umbral pausa,0.0,0.310652,0.07
370,a064810a11ecf832b0a38b0fc890d4efbb457cb575ed04c7865b24d9c870ff0f,pausa,A,play,0.179568,PLAY: score bajo umbrales,0.0,0.067032,0.07
371,127fdcccfa1e38bd844ca45d6dc75ebb6851d5fbe05b064374a0441ab3568bd2,pausa,A,pausa,0.291278,PAUSA: score combinado supera umbral pausa,0.0,0.607615,0.19
372,a66dd3b911179b482d8976b47a97ed71438e3b062a54f4bc0f258e784496aff3,pausa,A,play,0.077564,PLAY: score bajo umbrales,0.0,0.403671,0.07
373,609d6407df275cd93005d127a2627ecb88a62f9e7f7472552754dd40b8430d77,play,A,play,0.036298,PLAY: score bajo umbrales,0.0,0.067283,0.07
374,9c7bd7d588b8ee32987bda4f097cd205bc03ccc0f8f8ed18e2f73c4a23868c57,pausa,A,pausa,0.258365,PAUSA: score combinado supera umbral pausa,0.0,0.52265,0.13
375,f763cc899909632f1aaed4afeb5a9adb90969732a1ab952aaf46e8b0be38a4d4,pausa,A,pausa,0.240503,PAUSA: score combinado supera umbral pausa,0.06,0.301877,0.13
376,ef2fa44f9a72cca63bd36129cb38a4af248dabecb30b84e4ec484087c8d65344,pausa,A,pausa,0.212257,PAUSA: score combinado supera umbral pausa,0.0,0.305819,0.07
377,f6aa781710715c5965877e926671ea9aec3a3bb3a6b8ab3d57424472f81bb37d,pausa,A,stop,0.623383,STOP: costo esperado FN-stop supera umbral HITL,0.335667,0.060901,0.86
378,7379519e44871e579712c7da6f6115a1ebb62545b6c12ec4f44ccc51626b0af3,pausa,A,pausa,0.258883,PAUSA: score combinado supera umbral pausa,0.0,0.523364,0.13
379,32e2ea892070d812d290162e0566d153dff3c1d842abe5e7a2c506d1ae03472f,pausa,A,pausa,0.223113,PAUSA: score combinado supera umbral pausa,0.0,0.296969,0.13
380,fe0a7feefe2198d4e5c02651536e6848beab8f4359bb528e134c58023aca77a8,pausa,A,play,0.083257,PLAY: score bajo umbrales,0.0,0.411521,0.07
381,a0bb2db0dc3aa77e8d0912dd285c74695aebd17e57321d4abe273dcb039c8105,pausa,A,play,0.082418,PLAY: score bajo umbrales,0.0,0.324591,0.07
382,17dd0fc9ccbd6971138ccd0403c1fc1222aee1faa8da99765ac345c18769ed4c,pausa,A,pausa,0.263413,PAUSA: score combinado supera umbral pausa,0.0,0.529611,0.13
383,1fb08f21f595dfc27baf57eff8eaed1794ee2c832f4d70bd33f36ac13fe2982e,pausa,A,play,0.187467,PLAY: score bajo umbrales,0.0,0.686103,0.13
384,b057a491638bfa53039cb448901d376d0fe9a5c20f42969bae05345bd0b2ce57,pausa,A,stop,0.580943,STOP: costo esperado FN-stop supera umbral HITL,0.0,0.614716,0.68
385,430367494f2aa265face86db19775a6601870a9d7f25a769e718ed8e5b92768b,pausa,A,pausa,0.260554,PAUSA: score combinado supera umbral pausa,0.0,0.525669,0.13
386,9e3a429a3947cd76dd4182c2ad5f0a3c5960b297cbf4609168e0439d079e8e70,pausa,A,play,0.131147,PLAY: score bajo umbrales,0.0,0.608434,0.13
387,ad226cfa9f56b8607eceeef2ffb78a5162d5ca2a8cc3ac6d96a2f4ab5ab5c7d7,stop,A,stop,0.626712,STOP: costo esperado FN-stop supera umbral HITL,0.335667,0.065492,0.86
388,07d2657af9d50a0faef11ca987b29db44c13b0352ac12dd4b149ca649862c1f8,pausa,A,play,0.187467,PLAY: score bajo umbrales,0.0,0.686103,0.13
389,f65722bc3f67670f4162c1130226e2fd66d0484ac988bff4212fd8b17d7fb6a5,pausa,A,play,0.173858,PLAY: score bajo umbrales,0.0,0.059158,0.07
390,7779c8b9854766029e0490d846487ff2bf204d8015f67966f8995b249c030999,pausa,A,pausa,0.258682,PAUSA: score combinado supera umbral pausa,0.0,0.523087,0.13
391,dc0e31e3408c4fc6d42d97ae0b2db33a63b5dfce584be718d6e6d3045383fd21,pausa,A,play,0.088479,PLAY: score bajo umbrales,0.0,0.418723,0.07
392,ab50225667da344efa91077b60154d93f754ee4d80eebda11a1b673d10c871b7,stop,A,stop,0.61983,STOP: costo esperado FN-stop supera umbral HITL,0.335667,0.056,0.86
393,37d1d017e48e6e97d120b7d0ecd79caeff02111d9f5d236c0a80c9a2ca374c64,play,A,play,0.086524,PLAY: score bajo umbrales,0.0,0.416027,0.07
394,02528b69308c856a27976ae4247701a355d2722d10fd2e159869356dc5d958b5,pausa,A,play,0.036183,PLAY: score bajo umbrales,0.0,0.067124,0.07
395,d0d0476625b205100e5b3bcda5c2032dfc85a80bceea8dff3e5bd065e6a0a81a,pausa,A,pausa,0.234216,PAUSA: score combinado supera umbral pausa,0.0,0.421876,0.07
396,ca3dc08dc41c6c90877c73ec5a34eb4154d654e3334fe2a0a84862dee37142d8,pausa,A,pausa,0.23627,PAUSA: score combinado supera umbral pausa,0.0,0.424708,0.07
397,03d5c68a78e51945763aa0e1f12b0421dac08a15fd39c37f9fbc52785a6436e4,pausa,A,pausa,0.294466,PAUSA: score combinado supera umbral pausa,0.12,0.534287,0.13
398,e4ab9680e6ba1db96eea58a727f68b4781115d8598ebd80af4ebff84bc65d0fa,pausa,A,pausa,0.270036,PAUSA: score combinado supera umbral pausa,0.0,0.538745,0.13
399,22a8a59b64a1eb5fec172c3c74114bdb6fc31f0c8bd67bf0a01a84fb81d8ebe5,pausa,A,pausa,0.227877,PAUSA: score combinado supera umbral pausa,0.0,0.303539,0.13
