text,severity,resolution,product,text_hash,thesis_class
Add TRANSITION_DOWNLOAD,normal,FIXED,Firefox,ef1e4d82b73cae0113751493d2d70a440ada64cc32b8171140360a9a6f02ce52,pausa
BM greys out option to add new bookmark,normal,FIXED,Firefox,cfa6502deaaf576e724376fc48c1845e57a9dd4b7d64942740e91231b8dd245c,pausa
Ambiguous label in Prefs > Advanded > Network when clearing the cache,normal,FIXED,Firefox,a23ebb06a593ba86916e8cda8442bb5c4491f92b3e65690898220701dc5c4c8e,pausa
ContentPrefService cleanup,normal,FIXED,Firefox,6ca5fc8deaaaf64f84642dd0c8106aac2eb4eef9c1f5af07d2d7779a044a7cdb,pausa
"Double-clicking on the selected application within the file handling dialog should work as ""OK"" and launch the application",normal,FIXED,Firefox,2972c1052d1a36ee09e631d0dc0c0d6868418adbdeda2f0a10c4f9388756e327,pausa
New Applications tab icon has a white background,normal,FIXED,Firefox,aad589da7ba117d65b821c7a2df287341782b4f52d501649ab0f0ea9089c2140,pausa
Page Info broken when opened from sidebar,minor,FIXED,Firefox,a537b62190d39a5aee06851c80fef16d99d6015615e5ac57274218ce2b19f035,play
Sidebar context menu broken for pages with frames,minor,FIXED,Firefox,7da7e2d39e33b2feeb772ba91f53efe48c053619362c3f5767077635d8a2bb1a,play
toolbar resizer visible in popups with only visible location bar,trivial,FIXED,Firefox,10ce114d3ced52f787f292d3caf182ca6dab63688a235ee0b8352d0e5245a3e0,play
"Need to make a keybinding for ""esc"" (escape) to close the Larry popup window",normal,FIXED,Firefox,354894c8ba4ccf45f752bbe1344ec7e049ba9c5f6845071da8d97023aff37a59,pausa
View Page Source broken from the sidebar,minor,FIXED,Firefox,46f412c6f48b2d3f9ef6cee6c957eef9543acf1c49e5332443893a1ef74795a8,play
[newprefs] Certificates preference associated label not spoken by WindowEyes,normal,FIXED,Firefox,945b06bb4f03bad055e329ce9cbcf32596a195bd4d7f0d69b96619728216a67b,pausa
"right-click -> Bookmark This Page, dialog opens in left corner of window (not under star button)",normal,FIXED,Firefox,a5672db551c92d2cb3c910793c6f922d733009564286339bf560a6e9e8152d46,pausa
Ukrainian should be added to shipped_locales,normal,FIXED,Firefox,949ca88631bb86e315b9af7f17010e02b234994be27a1aadf153aaeb2f3f12df,pausa
automatically add splitter whenever location bar and search bar are adjacent,normal,FIXED,Firefox,2eef4687a68fc93c3a8c1af2201999dd9471d11829604d1b017b19f93ff6f32e,pausa
Fix or remove applet tags support from Page Info,normal,FIXED,Firefox,287f1f0a035b10908f609191716511f9f33bcd89382313a87a1d7037528cbfa4,pausa
Get rid of nsCStringArray ParseString usage,normal,FIXED,Firefox,a79f4b50bd353c0bf77ccc20e1396615c698c742919a3cb9f93520819f8edfa0,pausa
"a usability problem with the ""add bookmark"" popup/dialog, how do you undo / cancel?",normal,FIXED,Firefox,12533232c16bc01fe713ec765326aba22c1d5d1d3fe4ab5748372c0a29ac8bc8,pausa
Free Gnomestripe,normal,FIXED,Firefox,27d232237f2c520b0f2b98c50a58338cdfbaa8c80dfdd9d223b57390d228dcd6,pausa
Applications pref pane displays duplicate entries after selection,normal,FIXED,Firefox,a339066806a187a54c42f019a5400f6941e6580cba13273255e8f8ceadb908f8,pausa
nsMicrosummaryService.js cleanup,normal,FIXED,Firefox,679b9b0da3c5c657c5e5f440c4a314bcf8afd7c67f0f4426191c29362c4c76d1,pausa
Visual Focus when tabbing out of Web Forgery popup,normal,FIXED,Firefox,02c6e7d81e2e9c4927c031c733516de08000ab3fa44e7c940ed4c08909f6b5cd,pausa
Search resizer can squish navigation buttons,normal,FIXED,Firefox,5e8cab9bb65d029ffd753056dda1cdc256edce1bc22829498b0dc86a0fefec56,pausa
PlacesControllerDragHelper._initTransferable has bogus semicolon,normal,FIXED,Firefox,0d3819bc5df8ef9e87c72cb5b1a5a83be5ffa34783eaca79e10cc2f7024b7cb2,pausa
A defunct instance of the Find toolbar can claim to have focus via AT-SPI,normal,FIXED,Firefox,760b3cab7a751463cdd79c0f472bb3f44f839688efdc2a9d1e400e34181bd787,pausa
"When Leopard Spaces is active, the Back button on IntelliMouse switches to a different Space instead of to the previous web page.",major,FIXED,Firefox,961f85c7f00cad02a3fa373285099c9e984ca04e307e2b91903ef510f3b6fa1c,pausa
tabbrowser tabs lack focus outline,normal,FIXED,Firefox,b07177b47aece45909f63ed658013bb5bec3ff3864b8e07428367965a18a0d33,pausa
"Delete / OK Buttons in the new add bookmark dialog are in a ""mac like"" order",normal,FIXED,Firefox,12b3f05352237647e6a2cd048fbca0e317863649b728b86488737472e27a65b7,pausa
Can't select other tabs while importing bookmarks from file,normal,FIXED,Firefox,b178aaeaf2b3f7e41ceaa58540e42d7d7241de05cd273968054d18be4f569165,pausa
Dismissing the Bookmark pop-up without bookmarking - JS Coonsole error,normal,FIXED,Firefox,bbd4276b61f6ec9c517a82696662583439aec527b36941d61a711f30436a8a15,pausa
Launch Application dialog displays duplicate entries after selection,normal,FIXED,Firefox,0f2b8130da91b338e2130b839ebed7e4ac7d73e84e5b73a27943f1ab0ca4758a,pausa
Drag & Drop of Favicon from Location bar broken,major,FIXED,Firefox,95f9daeb4ad2406e077c2dcda0e4d685c681bcce07b5dc1a95ca617ef4b85d5d,pausa
Add-bookmark panel does not take focus the first time I press Cmd+D,major,FIXED,Firefox,f5cd06e6f44e3d66ea1f7e451257e7fc78eece9aad78bb9d236b66ce3550ac9f,pausa
The search field in the bookmarks organizer should be 22 pixels high,normal,FIXED,Firefox,d4b471456822fc140f7820e0cd18edcfaafbdb8bbf233fde9c13721e095d0ba8,pausa
dragging Location Bar to palette breaks toolbox after restart,normal,FIXED,Firefox,33860ee04afd88e3e9d3d07e1e8bf037f540c541c6e27bd51baa1b91cde6aa4a,pausa
clarify localization note in blockedSite.properties,normal,FIXED,Firefox,dfe3d2547e55dd4ede2cc20cf1ef37c89780fe3955502bd0a812ca0115b722cd,pausa
Removing Searchbar breaks many things,normal,FIXED,Firefox,ceb78a6ee33d6e04b73c290f7f5eca7c9799c7c535276a53033a498156cfdff1,pausa
Larry popup misplaced after restoring default tolbar set,normal,FIXED,Firefox,bb31b0c30019b892a544a85ab47ea296724b18652d5f164cd5c5f8842340453a,pausa
pref: Don't call AdjustIndices when inserting a bookmark at the default index,normal,FIXED,Firefox,39e2b4b4ba101bc85ffac2258b6d5f6d3a8d6e59ad0b58ba68262423c75f68d3,pausa
"add the ""finder"" pane above the folder tree in the organizer",normal,FIXED,Firefox,49326b10e499a01fa93fa863cf8dafa99bb9417e51bd49f4f598f1f3f4e6eebf,pausa
"Remove ""Showing __"" in the Bookmarks Organizer",normal,FIXED,Firefox,4f940a6ca03617527eeb0e6e53c38b38856ec586dc74da622d74e3c5522e6b3f,pausa
livebookmark folder favicon is replaced by default folder favicon,normal,FIXED,Firefox,a2fd6e11ff417d003dfb11dda68ef9e7da67cf9f8bfab1ddc83996d58345b7aa,pausa
folder icon instead of rss icon,normal,FIXED,Firefox,13c747c0312d57451fe5c1ad7028d21b0dad69c2f3312a744ead1836b96853bd,pausa
Bookmark -> Bookmark this Page -> Folder All Bookmarks does nothing,normal,FIXED,Firefox,a1d140f231bf21e5046cdbedf25f9924208041f59b70d7ce4de036a06acaab90,pausa
"nsNavHistory::RemoveDuplicateURIs() should not delete moz_historyvisits, it should remap them to the moz_place id we are keeping",normal,FIXED,Firefox,8914ee4f474f6ffb9f2f191ee67adba4f6b91f0695e3aaf4531a6d8d66eb1c4a,pausa
application selector dialog isn't wide enough if there is long file type description,normal,FIXED,Firefox,b6e352ccd033760ed6443758e400f9c91805c1e9d7409e1c84a04cc1f98799d6,pausa
getBrowserIndexForDocument caller optimization,normal,FIXED,Firefox,0f606adcd57af0cbe1a39b6df0d7257ce0bbc07db024e0a3fa0b1fb222cc8f07,pausa
Remove unused gopher files on update,normal,FIXED,Firefox,a7d24a111bcbd3b884169d2ab8f6e3e36df97575ea1eb552f6629d0ff66bfd62,pausa
places indexes need review,normal,FIXED,Firefox,f43e563d4292729b13b09e286cc20ba8bb7469764b2fd3b8d9053ad6f6ca9066,pausa
Places killed all my history >2 days ago :(,critical,FIXED,Firefox,cc4e5200bba17b8d5a95d60a1236214a831ebcfed24cc00812a92a7fd28de5a8,stop
nsNavHistory::RemoveDuplicateURIs() can leave duplicate uris in moz_places,normal,FIXED,Firefox,8cde7755dba3103313ff1cb372863b6ebd6ae0d60685db872b485a26068ae7b1,pausa
"""Search in Bookmarks"" is broken.",normal,FIXED,Firefox,a528580c5a1ef6902612508535edbb632b2e69ce4509b023b43282873ae7fea7,pausa
Bug 387746 forgot to change gnomestripe,normal,FIXED,Firefox,ec9e6d8c95ad21b4be37652c3b6159b8a7a6f8f352de2dca4b7c5c68238a98c4,pausa
Assert in Organizer Views-show columns,major,FIXED,Firefox,fa652f799076ca603be7903bf50cd82a30af4f56c416ff7dc250f3099560ca9e,pausa
"after ""Restore"", items in ""Bookmarks Toolbar"" appears twice. not replaced.",normal,FIXED,Firefox,225ef4261d62de65163d0f92749fbc1d8552a2cb511438c093a23b890b6ca5e7,pausa
"js error, this.tree.view has no properties (fall out from bug #402668?)",normal,FIXED,Firefox,5508ddfcd0bc45a88b32f271a609a2c03033b7c6bd3a78bd51b9eb0b1e872a84,pausa
appPicker.css should be moved to /mozapps/skin/ for themers,normal,FIXED,Firefox,d44ceb6db9fb75571dda4076df8b8037be21ba565b0a2cd3a84f3e6fa1691bd0,pausa
i cannot use left ctrl for discuz forum keyboard shortcut,minor,FIXED,Firefox,b91a6065c7a031e8c9cb7768ba90abd744ef57ceeae449bce78c95ea9e6958f9,play
tab icon loading animation missing,normal,FIXED,Firefox,9fe51b266658e63ac4accf96d3766c308da1c359f5051ffc9c990bc8ef4c52c2,pausa
Restyle the tabstrip,normal,FIXED,Firefox,20351db57a5c25907c209d5b0277ddef840c1504a2fdeedc4fed0cf319016756,pausa
fix various ArrayEnumerator implementations,normal,FIXED,Firefox,331ce64134d1628ee1832efdfb76c563ed69a088a488bd548ba6a58e4dbc74d8,pausa
restyle of splitter (bug 373696) regressed by 400327,normal,FIXED,Firefox,c03d6781cdc32667347c247003670239952094990313666008d36e94e02959f9,pausa
Faviconize Tab extension blows up,normal,FIXED,Firefox,094e2638fb5dfae6f52346005847f0d1ef3270a1c07555db69b2a2fd5da6b75d,pausa
The 2.0.0.x branch is unable to set some OS integration registry keys after installing the beta,normal,FIXED,Firefox,d6f680da85653f7bf2497511b3e9336bb7625f9071d2dbef7d440c161f2840ea,pausa
stop requesting goog-white-exp,normal,FIXED,Firefox,c21205986fd3733a3618591f5c5ec55ab24a6484a3f36d40978b3b6bbd0b6109,pausa
"get ""undefined"" when I paste in the adresswindow or try to use dropdown adresslist",major,FIXED,Firefox,60b6d2df6a354cf92aaef8cc4ab8e3b984be173bae6a75acc8a9425be7b8070b,pausa
shutdown after IE import can take a long time due to mozStorageService::FlushAsyncIO() / nsUrlClassifierDBService::Shutdown(),normal,FIXED,Firefox,e093e7ca80fca0e38c9903a646d851178478611519e56b9492fd4fb3455a1fed,pausa
"Rename ""Organize Bookmarks"" menu item",normal,FIXED,Firefox,b4ce65da7750808d5312281708c26d8322cc091768f67318fce7b42c9901b429,pausa
Wheel click (middle click) doesn't open a new tab,normal,FIXED,Firefox,63d4172c03ebb81576a31ef8bd3b0d5cfc0ce38dc9eeef351dc0186c9df8c07c,pausa
"Livemarks folders in fx3 show no changes when open, despite coding for it.",normal,FIXED,Firefox,d22c3117c923dcd1092dc09f07340c0448af5ed1f269b19b254a3743611d907e,pausa
Clearing the sort filter in the Cookies dialog makes the data become unsorted and the selection is lost,normal,FIXED,Firefox,dca33f93543436a1283cdac5abbb467a4c8ff4ea132338b2fc37ec2af238ae06,pausa
[places] fix accesskey for Move menu-item,normal,FIXED,Firefox,71e65cbec971e188a8971a133bf5e1b8e2d597c295f9a902dcd7da17d8f8cc18,pausa
crasher at nsNavHistoryFolderResultNode::OnItemAdded(),normal,FIXED,Firefox,314493315c8ffe6ff3865d156ad0da790092936c3eb553500ded87f68b3486d3,pausa
"SSL error page ""Add Exception"" support should be pref-controlled",normal,FIXED,Firefox,1fcd406486b5b4ab374f4fc810fc0d7b9eba1898654e61e5c9c2d482bc9fab90,pausa
New toolbar icons in tango style,normal,FIXED,Firefox,6f5d57a2e103e786e70e24c3d2bb884b25dcb7e5a093715dda319650ba84fea7,pausa
Close button on tab has empty tooltip,trivial,FIXED,Firefox,d39fe883f304d27b20b31e9f53abb478687b68342f13aac9c5b0bd6e6aa4ec22,play
Native GTK style for URL and entry search,normal,FIXED,Firefox,25b4db0d19e956a459170be5ca6749bb846cc68f2380118160f605e75a08c81d,pausa
Most Visited Starred Pages incorrect,normal,FIXED,Firefox,28504c1115babf318d55d02e3cb278a5011794e486c35b10277a4f44aa2a05dc,pausa
Regression: No search suggestions since landing of Bug 398020,normal,FIXED,Firefox,84ad27ac2703e88650b7cdccc3ebdbb9f73934144ca39eb9e23c4c1d198404b5,pausa
handle multiple tags in url bar autocomplete,normal,FIXED,Firefox,7ab51be4579546af7de3bc1b471f78f16e0b56a0aea0c545eabd9705ad1bdb43,pausa
places organizer search won't find items tagged with multi-word tags,normal,FIXED,Firefox,4e3ffcc33084c0653f9a3bc950d124c2c410505cc39a5773a86f44b97d576d4a,pausa
handle multiple tags in bookmark search,normal,FIXED,Firefox,b9e53fa2e34eb92244d563c9eb6f83c68bb8790db6dedc5e1c99f73490bac5a6,pausa
"fix URIHasTag() to take a string, not a nsIURI",normal,FIXED,Firefox,4d6f482185ec1428e27a938b480f05698b3b9757a00a25b321f1b952c5fb73b9,pausa
toolkit places.properties pointing to Firefox-specific theme file,normal,FIXED,Firefox,92e26bac761fab56b191d07a3d320df971fbd3dae8e6c068d5c851efd806d0f2,pausa
be more specific when destroying content pref sink to avoid exception,minor,FIXED,Firefox,de8775d1e73e586f88e0cf64ace788b61cabf4e695b4b7c5a85b82f8e3397c7c,play
Occasionally open button does not enable on File Open/Save focus,normal,FIXED,Firefox,e4b65b67e7849a42e533887ea0250206dd2498b206219863c915615d2392eeb5,pausa
"Add ""Show all History"" command to the history menu",normal,FIXED,Firefox,73fde140f032068f19499f495649ce288e227ef9d649c6b186eaa289d06b0660,pausa
Calling PlacesCommandHook.showPlacesOrganizer with a place: URI doesn't load the URI,major,FIXED,Firefox,1fa024bddfa7e7df103e428734b46db96e8ad6bd9142f58c6e2c5a6eaa17244c,pausa
Patch to fix mingw build failure in nsWindowsShellService.cpp needs approval1.9,normal,FIXED,Firefox,32dcfd2ade4fad72ce0605ff5de5488c4cff4cf94133e96dceed27c805f07840,pausa
New Download manager automatically associates all types of files including folders with one file type,normal,FIXED,Firefox,5535b1e3ba401c0e2f0236df295a5376521eabb4edcccdc574b1e689050fbd5a,pausa
"creating the ""Places"" folder (see bug #387996) for an existing profile with lots of bookmarks takes too long, the personal toolbar is blank for several seconds.",normal,FIXED,Firefox,1233596b8a27273af75dc3b56f8a042b95829561a80a6915441f5c5d6233a9e2,pausa
"saveDocument(aDocument, aSkipPrompt) incorrectly calls ""internalSave(...)"" which causes ""aSkipPrompt"" to be always false",normal,FIXED,Firefox,d621b964a07f3d4c19ab110d4a3821a2cb855605b5ab0512ab293454de8d3525,pausa
bug #387996 cause Txul and Ts regressions,normal,FIXED,Firefox,d676c68363f7cab4c7f8cfe3cd5fb2d51a3c3dd4e45bac27dfaa66a28c4330cb,pausa
Does not prompt for saving tabs when shut down although Warn me when closing multiple tabs is checked,major,FIXED,Firefox,25b5b07ed01c2fb08849e377413cdfc31a44bf5ecd714df063f7d765ed38a466,pausa
content pref database does full table scan for most common query,normal,FIXED,Firefox,a9adc5d99cd25535c325746ae84fa2e3b49f5e7cec0773f030454f45c1a54284,pausa
UAC blocks installation of Beta 1 for Standard User,major,FIXED,Firefox,b3c8d0ad99ccaa8694d58ff264ea5d0dfaea090ceedb49dbddc47d8ee43170d3,pausa
The search bar no longer has a blue border when the website has a search engine available,normal,FIXED,Firefox,44ab30c8fe5d7e7a0a23d6bb96c5b0e69dd8838dd0ecdadd94e3a77d986bfbeb,pausa
unable to login to gmail,major,FIXED,Firefox,d03a57c94df51ffe9961ee26b0614fa9a6e19db63f8103b04c88dda3c0316126,pausa
Issue with drag and drop bookmarks to bookmark folders within the bookmarks menu,normal,FIXED,Firefox,571edb33b54892358e4cc6496bf0636c01e925bf6440d80cf96b80231e7a7d18,pausa
Replacement tango icons,normal,FIXED,Firefox,650b7c880ee4a20016b0473fdfa5dad458ea40c3c2d1c70679d50da8be095233,pausa
'Restore Default Set' breaks Location Bar's drag and drop replace text and auto-submit feature,normal,FIXED,Firefox,a1ee4644c9d4906e0f3b21cfa57cf76cf95b108aaa64c7ce479d419679793992,pausa
nsGnomeVFSService.cpp has new libgnomevfs/gnome-vfs-utils.h system header dependency,normal,FIXED,Firefox,e2dfb208c39acb54da7714914fbb3a6860afba1cc0a1986d47684d6ee32b0967,pausa
problems when highlighting part of a title in url bar autocomplete results when the title is a RTL value,normal,FIXED,Firefox,0c9d57cd843847ee373078ee619da99bcf1c990ea5749df2275d4d933d92bdc0,pausa
"Should ""Don't Save"" really be the default button when Quitting with lots of tabs?",normal,FIXED,Firefox,8f6615c6f70d003cd101ee5efe0e52c11d984c836f3781fe11359ae896f96a86,pausa
Switch location bar auto-complete to a two line view,normal,FIXED,Firefox,0600be0d183738c35294dbfd49ce94b1c01ca6db864a0e1888c758ec1d21368c,pausa
Empty rows in autocomplete when searching for the first time after starting Firefox,normal,FIXED,Firefox,8c0b00553608588c2f882f5f0ae256e6d7a72482597a4c1c99391ff84742216d,pausa
qm-winxp01 is orange,normal,FIXED,Firefox,4fe73d7cf4f6449f55a0b0db5691b75d47964a69f137022bf303e93e5f5a128b,pausa
Add file in use install support,normal,FIXED,Firefox,f82e7957a0ef9edfa141a822f9ac7569cefab8058292f7ee2555b6cad14ce618,pausa
applications preference tab jumps the first time I select it,normal,FIXED,Firefox,1415e92d0b0ca62275888a9160eb906907fd66bf466b158d78836ace085a5ae3,pausa
Menu icons for Gnomestripe,normal,FIXED,Firefox,694d941d5f19adcf6281cdb1009fd1bf0b439194ea124c970e6341f6b96a839f,pausa
Remove Password and form data import options for Internet Explorer 7,normal,FIXED,Firefox,299e01c6f8248a701442d7e536521d9751e78d2a6637343bcfe1f66522811abf,pausa
Clicking star should not select address bar (Inconsistent behaviour),normal,FIXED,Firefox,80923a8618a256fdc8b634ef6ed9b7da56f14d9d7b6452b40da81e16fc06aaaf,pausa
Redo doesn't work when deleting items and undoing in Bookmarks Manager,normal,FIXED,Firefox,35ed7c9589e2cb32b16c9b2b56f07fc1884a4734ad4634901e2c454736c0d243,pausa
Restore default set in toolbar customization throws this._getParentSearchbar() has no properties,normal,FIXED,Firefox,da0d047feec46102e639ffe7c8b8237138e6509803233f6e454e72491086bc52,pausa
Accssibility review of new Page Info screen,normal,FIXED,Firefox,568c535ecb3c9877685c2ba804318c37894a7eedca400e88ff48566dfb08360c,pausa
"When in Yahoo! Mail Classic COMPOSE, ""Insert addresses"" no longer works, but still DOES WORK in IE7!",major,FIXED,Firefox,27257e02ad4db12578e7d6638bee76ca1511b840aeb102f1b7643fd3c4cfc0e6,pausa
ed2k protocol (and others?) preferred application never remembered,normal,FIXED,Firefox,e89d6c3463a1fb8084c30ce222eb85fee606918b1cfa070863ac1198e863ffcc,pausa
"tighten up the ""Launch Application"" dialog (uses too much vertical space)",normal,FIXED,Firefox,cb525cf3c84d04173e7cede40bee11ef5afae23b09a40e18b7a73310f892bf6b,pausa
Identity UI lost when switching between tabs,normal,FIXED,Firefox,ae2457f7f46a21419109b3d82228f746f9c696eb959fd1551375b8cda786f1b0,pausa
"Inconsistent use of ""website"" and ""web site"" in Page Info",trivial,FIXED,Firefox,4050f8c7355ccbe5ccad1a6d731ab0d7bb975dceaa0e6fa98ffcfb9f495528fe,play
eliminate jitter when selecting new item in Applications prefpane,normal,FIXED,Firefox,9a99304a53b47c70c704be72cfa072804ab904227e33b8e8ee5aa004378d31a7,pausa
Move System Defaults from Main to Advanced - General,normal,FIXED,Firefox,fb347b304e6ef0d2a71bb21d799adfbafd9e4bc085ea0c9b3320620dd3cf87c0,pausa
url-classifier needs to check phishing and malware prefs separately.,normal,FIXED,Firefox,9132c5b286c75a3f58f9d6cb2ef7ec5421e53ae635449c9d44dd75507766bd0c,pausa
off-by-one losing entries while downloading safebrowsing data,normal,FIXED,Firefox,057c419bcff82ab6c725ac11cff1eff0cd91047cabf6a840849218302a4d2c44,pausa
"removing places.sqlite and restarting leaves me without a personal toolbar, without a bookmarks menu, and with a blank organizer",normal,FIXED,Firefox,302230b848d3a4a396e4871c79cde489f0484dad7c1c7addb7bcc2b6fcaa1286,pausa
"determine better wording for ""Places"" folder and pre-defined queries",normal,FIXED,Firefox,ae452bcc587c92dbdb35c9300612d50664ee4fc4ba8971f37b26de06fced1674,pausa
"fix the ""Places"" folder for existing profiles",normal,FIXED,Firefox,49e41f19ab7176710de0e34c39ce5f54dcbc2454e0cbd810387f5f40c96db1e6,pausa
Larry breaks autocomplete,major,FIXED,Firefox,77844cd2158dc34a802ebed6f4bbc1345827671c88ba58765a2cc60c98923c6e,pausa
pre-compile and store the query in nsAnnotationService::GetItemsWithAnnotationTArray(),normal,FIXED,Firefox,1c6d0ab0b5c71257551d615be5e16710a6ca2c33ae180578b2dd0053c71bb2bd,pausa
keyboard shortcut to display the search engine list broken f4,normal,FIXED,Firefox,23ec57fdb8807c4988434a1e7981cbaffc9a6ed778fae8fb05da8f59f76dce21,pausa
"Creating an additional bookmark with ""Add a keyword for this search"" overwrites the POST_DATA of existing bookmark(s) with the same location",normal,FIXED,Firefox,f20a7433d388055a8b47732b527195b772e6e5b61f53155bade42883b7921448,pausa
"recently-closed tabs menu disabled, can't reopen tabs",major,FIXED,Firefox,8af66991fd9d0d463a1f7a882c23b4d39d074cd3c05de845f1b0577967996d20,pausa
ts / txul regression from bug #406094,normal,FIXED,Firefox,3721603c6ff8cff9fe05996d5898a294bb7d92d63803410df17aadaf90631c2c,pausa
"When Download Statusbar notification shows FF window disappears, and only this notification persist",critical,FIXED,Firefox,cd38abdf58062059c6622c89df68e5931443fa46befd77b8c256b3ed9b693b13,stop
Icons in Applications prefpane touch each other,normal,FIXED,Firefox,2fb6e2f1dbbb3a5565799ecea800dfc7d9d7de632e4afce1e53996d7d7678215,pausa
Pinstripe shouldn't shouldn't use unified,normal,FIXED,Firefox,d04efcc8f82f912e9aeb0ce9aac26ef2e5ec6edaa0328d5387c7c6cc42110d3c,pausa
two finger can vertically scrolling scrolls the url bar,normal,FIXED,Firefox,cf7939490b2531169924141609ebdd1987d6e33fdfa4d6bfdfd960e6af4296a5,pausa
Do not switch to a hand cursor on favicon hover,normal,FIXED,Firefox,d059346980486f544634c2be2b409a4761f5d6678aa351b246a044dcabb08eb9,pausa
Deletation Unfiled Bookmarks in Places Organizer breaks Places,normal,FIXED,Firefox,ac689c88cad1c785b297d7f4ed3e2042ec33bb383417fc2febe99eae72e68ffe,pausa
url-classifier not handling expiration ranges,normal,FIXED,Firefox,9ccc3e01f91ea6995400e0b1d0fc5496be98cd8ceab4129db345370b4db7d37c,pausa
Scrollbar position not always restored after recovering from crash,normal,FIXED,Firefox,463b78b484b1c222772e02976256f9a6fbc063e15ca5328eb6422dc510eee342,pausa
need to clobber broken urlclassifier3.sqlite files,normal,FIXED,Firefox,88ad43d8f3ede4c5782a292ad6d754f6797cf5c7b51b7a1c3f3e72ecab7f7d7e,pausa
Firefox 2 fails to build with error RC2176 : old DIB in ../../dist/branding/firefox.ico,normal,FIXED,Firefox,7c4acee47d53a60664dd51cb07a7e22fe49bb4a8061840e8497e7fe02244905a,pausa
Feed that fails to load results in many messages in livemark,normal,FIXED,Firefox,3c13fd0dc31a08783eeb7089c30bab56d38b1b27be8fa0b7dcb140e7f3aa97d6,pausa
Need an accessibility mapping for the new Richlistbox widget on the AutoComplete popup,major,FIXED,Firefox,b9df792e931abea9ed3fbb950a751ed870d7dc9bd5179a15c1ab67f657c0b4e4,pausa
"in nsBrowserGlue.js, when automatically importing from bookmarks html format, use bookmarks.postplaces.html, if it exists (otherwise, defer to bookmarks.html)",normal,FIXED,Firefox,eeb5765e0c033d3968e7ccd85bcbda0407df0e1f528e3b6f5b36e75580829978,pausa
figure out pref UI for history expiration / limiting visits,normal,FIXED,Firefox,f92b4734d5847bd087291c2d22f58da1599f18fd685f71b63292dff6bfad2b20,pausa
history entries go missing (shouldn't prune when moz_places records have a visit count > 0),normal,FIXED,Firefox,fa01c292acf7346e9c25ab89dad7bd2b1f6d5279e0ad429dbbef6c32797b6bb2,pausa
expiration not using browser.history_expire_days_min,normal,FIXED,Firefox,68f123710f475520ded62e7755c09fc0b3c8817cb43c14e12ca5f3d5de1fd54c,pausa
Dropping an URL onto the tabbar no longer opens it in a new tab,normal,FIXED,Firefox,fa0eccf7092a28ec56f3d33e1fe8a9484eaef27aeddbf2c0e9ab0c8b3abc4572,pausa
"improve perf of the ""most visited pages"" pre-defined query",normal,FIXED,Firefox,b65e4e010512050def6b7005bf110d4bc658cbb82d1140988dd442a619f98750,pausa
places' left pane is empty after importing bookmarks,normal,FIXED,Firefox,5452155c9a3fdbfbb391d89ddc726a6d2fcf93361ce4fcdf5bf01401ad0de13c,pausa
Navigation-Toolbar buttons are hidden when Resizer is used,normal,FIXED,Firefox,b6d319d3b787187504d2a404995b282786d1a3ed071894208d4894d0018b45b4,pausa
performance problem with expiration code due to query in FindVisits(),normal,FIXED,Firefox,8d699f4078d6996919d95d63d61c90c670d2e4b73f95267aa406a76e689ae0f8,pausa
"reduce perception of ""clunky"" of urlbar autocomplete results",normal,FIXED,Firefox,bcb7698c5a331fd8b5aa68b00677f2ff3be6db82e8608da20eb034935c7728d1,pausa
Adding locales from the branch to the trunk,normal,FIXED,Firefox,d60864c5c5e15cd72258decfdbe6d8cd78c2594b4a40f3d4e3871ab4e2d01d8a,pausa
"if ExpireItems() fails, don't fire the timer again.",normal,FIXED,Firefox,5fa1adc63e313708045958e68ed64edec457871ae31cad720e1510ee6b11041d,pausa
Determine list of localizations for Fx3B2,normal,FIXED,Firefox,89b33e2bc69a1e3ab23499916b2624ab1153863ca400c41f9b4e51e393932a9f,pausa
"Change name of Firefox 3 M10 to ""Firefox 3 Beta 2"" for official branding",normal,FIXED,Firefox,0ae17b5323372b48c03cd70001b8dadbb69aec15f7ccc226b03a98da32b2b0a3,pausa
investigate performance of AdjustIndices(),normal,FIXED,Firefox,cb8029c87c71526ce8350b93a1ae63aaf79c061187021c2f0071a483b18338e7,pausa
Toolbar separator magin too big,normal,FIXED,Firefox,a4c39922e8e85d8349008bb31063bac9b06c30eef062f88038116a2b92f0b32d,pausa
"when viewing the ""Most Visited"" item of the ""Smart Bookmarks"" folder in the places organizer, the ""Visit Date"" column is empty",normal,FIXED,Firefox,9df1208fdef4854d80f7fd7a199a03f19f403d824527468cea7677b18381915b,pausa
Various regressions from bug 398807,normal,FIXED,Firefox,6d3725055e4768c550068122eea2fb325b2c3c8ece236574e56ecf72580241cc,pausa
Larry does not show a green bar for EV Certificates,normal,FIXED,Firefox,bef4d1e36c01bd86e377eb05bf632b00560f14eef6b81bc12d66f4e5f12992a2,pausa
Rename Places Organizer?,normal,FIXED,Firefox,98769fbffed10a6ec552cbb414281f2ab1cdb07ea686ab18d93b2e67b781580c,pausa
State of history sidebar not saved correctly,normal,FIXED,Firefox,9175eebe025906986d7262892110c60c15acefb6e2a277fc7531c6cb82c18a9c,pausa
Refactor SessionStore so that it could retrieve data for a single tab,normal,FIXED,Firefox,a142c5afa1890ce30011e86457ef905e0e02407c8dc8376a5be2366cbdce25bd,pausa
